Supplementary Data 1. Growth inhibition data against A. baumannii for model training,,,,
SMILES,Name,Rep 1,Rep 2,Mean
CC[C@@H]1COCCC(=O)N1,BRD-K41005009,0.792097331,1.047082543,0.919589937
O=C(C[C@H]1CC[C@H]2[C@@H](COC[C@@H](O)CN2S(=O)(=O)c2ccc(F)cc2)O1)NCCN1CCCCC1,BRD-K41012294,1.123391662,0.973650441,1.048521051
O=C(C[C@@H]1CC[C@H](NC(=O)CN2CCOCC2)[C@H](CO)O1)NC1CCC1,BRD-K41055716,0.975353322,0.862366015,0.918859668
COc1ccccc1S(=O)(=O)N(C)C[C@@H]1Oc2cc(C#CCC(C)C)ccc2S(=O)(=O)N([C@H](C)CO)C[C@@H]1C,BRD-K41075352,1.337218302,1.036457141,1.186837721
Cc1ccccc1-c1ncc(-c2ccc(Br)cc2)o1,BRD-K41136094,0.641934113,1.008043138,0.824988626
CCCC#Cc1ccc2c(c1)O[C@H](CN(C)Cc1ccc3c(c1)OCO3)[C@@H](C)CN([C@@H](C)CO)S2(=O)=O,BRD-K41161005,1.303026056,1.116325269,1.209675662
O=C(C[C@@H]1CC[C@H]2[C@@H](COC[C@@H](O)CN2C(=O)c2ccc3c(c2)OCO3)O1)NCCN1CCCCC1,BRD-K41168873,0.92566215,1.13382499,1.02974357
CO[C@H]1CN(C)C(=O)c2ccc(NS(=O)(=O)c3cn(C)cn3)cc2OC[C@H](C)N(Cc2cccc(F)c2)C[C@H]1C,BRD-K41202439,1.023862915,1.155386665,1.08962479
COCCNC(=O)C[C@@H]1CC[C@@H](NS(=O)(=O)c2ccc(C)cc2)[C@H](CO)O1,BRD-K41214669,1.022595723,0.877550496,0.950073109
C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#CCN(C)C)cc2O[C@@H]1CN(C)C,BRD-K41273972,0.791217216,1.04301371,0.917115463
CNC(=O)C[C@H]1CC[C@@H]2[C@H](COC[C@H](O)CN2C(=O)c2ccc3c(c2)OCO3)O1,BRD-K41297380,0.996449072,0.944182719,0.970315895
CSCc1nc(=O)cc(C(=O)O)[nH]1,BRD-K41299262,1.043517073,1.084534399,1.064025736
C[C@H](NC(=O)C[C@H]1CC[C@H](NC(=O)CN2CCOCC2)[C@@H](CO)O1)c1ccccc1,BRD-K41322154,0.976051358,1.038325284,1.007188321
O=C(C[C@@H]1C=C[C@@H](NC(=O)C2CC2)[C@H](CO)O1)NCCCN1CCOCC1,BRD-K41333239,1.106760176,1.177939534,1.142349855
CN(C)CCNc1ccc(CN)cc1,BRD-K41350308,1.141685795,1.115430481,1.128558138
N=c1sccn1CC(=O)O,BRD-K41355341,0.877086742,0.623452175,0.750269458
O=C(C[C@H]1C=C[C@@H](NC(=O)Cc2ccccn2)[C@@H](CO)O1)NCCc1ccncc1,BRD-K41355839,0.870969172,0.85148795,0.861228561
COc1cc2c(cc1OC)[C@@]13ON=C(c4ccc(OCCOC(=O)NCCCCCC(=O)NO)cc4)[C@@H]1CCN3CC2,BRD-K41373335,0.949015131,1.049599656,0.999307394
CCCNC(=O)N(C)c1nncnc1C(=O)NC,BRD-K41376210,1.11066924,1.054082494,1.082375867
C=CCN([C@@H](Cc1ccccc1)[C@@H](O)c1cn(CCCCCCNC(=O)C(=O)NC)nn1)S(=O)(=O)c1ccccc1[N+](=O)[O-],BRD-K41403305,1.0589497,0.82715837,0.943054035
N[C@@H]1CC[C@@H](CCn2cc(C3(O)CCCC3)nn2)O[C@H]1CO,BRD-K41423295,0.998040057,1.025967804,1.01200393
CCC(=O)N(C)C[C@@H]1Oc2ncc(C#C[C@H](C)O)cc2C(=O)N([C@H](C)CO)C[C@H]1C,BRD-K41477194,0.975302161,1.024216575,0.999759368
CC(C)C#Cc1ccc2c(c1)O[C@H](CN(C)C(=O)Cc1ccccn1)[C@H](C)CN([C@H](C)CO)S2(=O)=O,BRD-K41488908,1.035310655,0.94396378,0.989637217
C=CCNC(=O)[C@@H]1[C@H]2C(=O)O[C@H](c3ccccc3)[C@H](c3ccccc3)N2[C@H](c2ccc(OCCO)cc2)[C@@]12C(=O)Nc1ccc(C#CC3(O)CCCCCC3)cc12,BRD-K41500061,1.310190543,0.980880827,1.145535685
COc1cccc(OC)c1C(=O)NCCCO,BRD-K41529779,0.950559417,0.893252446,0.921905932
O=C(c1ccccc1O)N1CCOCC1,BRD-K41533261,0.925535793,0.87748048,0.901508136
CCCn1c(=O)c(C#N)cn(C2CC2)c1=O,BRD-K41542612,1.107039499,0.872750371,0.989894935
N=c1c(C(N)=S)cnc2ccccn12,BRD-K41545879,1.060890283,1.028515339,1.044702811
Cn1cnc(S(=O)(=O)N2C[C@@H](O)COC[C@@H]3O[C@@H](CC(=O)NCc4ccc(F)cc4)CC[C@H]32)c1,BRD-K41548891,1.139447025,1.424057317,1.281752171
C[C@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#Cc3ccc(F)cc3)cc2O[C@H]1CN(C)CC1CC1,BRD-K41552926,0.826668001,0.782651156,0.804659579
NC(=S)CN1CCCC1=O,BRD-K41558687,0.956523025,0.814922334,0.885722679
COC(=O)[C@]1(Cc2ccccc2N=[N+]=[N-])N=C(c2ccc(OCCCO)cc2)O[C@@H]1c1ccccc1CN=[N+]=[N-],BRD-K41581213,0.881422864,0.955811164,0.918617014
O=C(C[C@@H]1C=C[C@@H](NS(=O)(=O)c2ccc(F)cc2)[C@@H](CO)O1)NCCN1CCCCC1,BRD-K41582038,1.10834847,0.92288601,1.01561724
C[C@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(-c3ccncc3)cc2O[C@@H]1CN(C)C(=O)c1cccc(F)c1,BRD-K41595104,1.039534131,0.782006258,0.910770195
O=C(O)c1ccc2nc(O)c(=O)[nH]c2c1,BRD-K41613021,0.935832672,1.05941394,0.997623306
O=C(C[C@H]1CC[C@@H]2[C@H](COC[C@H](O)CN2C(=O)C2CC2)O1)NCc1ccncc1,BRD-K41666675,1.150851803,1.093698298,1.122275051
Cc1n[nH]c(=O)nc1N1CCN(C)CC1,BRD-K41674365,1.209877379,0.817810572,1.013843975
CO[C@H]1CN(C)C(=O)c2cc(NC(=O)NC3CCCCC3)ccc2OC[C@@H](C)N(CCc2ccccc2)C[C@@H]1C,BRD-K41700431,0.941396434,1.16151048,1.051453457
CCCCc1cc(CCCC)n2nc(-c3ccccc3)cc2n1,BRD-K41702783,0.862463397,1.161208943,1.01183617
Cc1cc(C(=O)c2cc3cc(Cl)ccc3o2)ccc1Cl,BRD-K41726132,0.920363636,1.245116887,1.082740262
O=C(O)C[C@H]1CC[C@@H]2NC[C@H](O)COC[C@H]2O1,BRD-K41736552,0.916270001,0.946335972,0.931302986
C[C@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#Cc3ccccc3F)cc2O[C@@H]1CN(C)C(=O)Cc1ccncc1,BRD-K41743657,0.913656458,0.714733015,0.814194737
NCC[C@H]1CC[C@@H](NC(=O)NC2CCCCC2)[C@H](CO)O1,BRD-K41750061,1.078414263,1.16591522,1.122164741
O=C(N[C@H]1C=C[C@@H](CC(=O)N2CCOCC2)O[C@@H]1CO)c1ccccn1,BRD-K41759171,0.972662657,0.653457733,0.813060195
O=C(CN1CCOCC1)NCC[C@H]1CC[C@H](NC(=O)Nc2ccccc2)[C@H](CO)O1,BRD-K41769935,0.802911239,1.057917567,0.930414403
CN(C)C(=O)C[C@@H]1C=C[C@@H](NC(=O)C2CC2)[C@@H](CO)O1,BRD-K41784145,0.948511721,1.068704872,1.008608296
CCNC(=O)C[C@@H]1CC[C@H](NC(=O)C2CCOCC2)[C@@H](CO)O1,BRD-K41830074,0.871924416,0.78111803,0.826521223
COc1cccc(S(=O)(=O)N(C)C[C@H]2OCc3cnnn3CCCC(=O)N([C@H](C)CO)C[C@@H]2C)c1,BRD-K41880142,1.308287461,1.003787061,1.156037261
O=C(C[C@H]1C[C@H]2c3cc(NC(=O)c4ccc5c(c4)OCO5)ccc3O[C@H]2[C@H](CO)O1)NCc1ccccn1,BRD-K41885374,1.024553714,1.16585296,1.095203337
O=C(Cn1ccc([N+](=O)[O-])n1)N1CCOCC1,BRD-K41908222,1.058188101,1.282437484,1.170312792
NCCc1nnc2n1CCCCC2,BRD-K41963988,1.082652603,0.89301605,0.987834327
CO[C@H]1CN(C)C(=O)c2ccc(NC(=O)Nc3ccccc3)cc2OC[C@@H](C)N(C(=O)CN(C)C)C[C@@H]1C,BRD-K42007758,1.134880505,0.912241723,1.023561114
COc1ccc(S(=O)(=O)N2C[C@@H](O)COC[C@H]3O[C@@H](CC(=O)NCCN4CCCCC4)CC[C@@H]32)cc1,BRD-K42078047,1.058985947,1.016173535,1.037579741
C[C@H](NC(=O)C[C@@H]1CC[C@@H](NC(=O)CN2CCOCC2)[C@@H](CO)O1)c1ccccc1,BRD-K42091424,0.944150424,1.032795478,0.988472951
COc1ccc(COC[C@@]23Oc4ccccc4[C@@H](NC(=S)N2C)[C@H]3CO[Si](C)(C)C(C)(C)C)cc1,BRD-K42182795,1.146710635,1.05599964,1.101355138
Cc1cc(C)nc(NC2=NCCN2)n1,BRD-K42189202,0.960732454,0.927147994,0.943940224
CCn1c(=O)cc(N2CCC(C)CC2)[nH]c1=O,BRD-K42243670,0.997480115,1.076979453,1.037229784
O=C(N[C@H]1CC[C@@H](CCNS(=O)(=O)c2ccc(F)cc2)O[C@H]1CO)C1CC1,BRD-K42258247,1.036120451,0.815051838,0.925586145
C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#CCN(C)C)cc2O[C@H]1CN(C)C(=O)Nc1ccccc1F,BRD-K42264156,1.003064527,0.893843262,0.948453894
Cc1ccc(C2(CN)CCCCC2)cc1,BRD-K42270666,0.794958529,0.641771176,0.718364853
N=C(N)Nc1nc2ccccc2[nH]1,BRD-K42291842,0.973173016,0.965627968,0.969400492
COc1ccc(S(=O)(=O)N[C@@H]2CC[C@H](CCNC(=O)CN3CCOCC3)O[C@@H]2CO)cc1,BRD-K42302610,1.330110025,1.087664154,1.20888709
c1cc(-c2nn[nH]n2)ccc1OCc1nn[nH]n1,BRD-K42310402,1.03049113,0.675182726,0.852836928
C[C@@H]1CN([C@H](C)CO)C(=O)c2cc(C#CCc3ccccc3)cnc2O[C@H]1CN(C)CC1CCOCC1,BRD-K42362620,1.125549145,1.171011189,1.148280167
c1ccc(-c2nn(-c3ccccc3)c3c2cnc2ccccc23)cc1,BRD-K42390780,1.190289401,0.917198931,1.053744166
Cc1cc(C(=O)O)c(C#N)c(N)n1,BRD-K42409762,1.049349849,0.952509025,1.000929437
COc1ccc(-c2cnc3c(c2)C(=O)N([C@H](C)CO)C[C@@H](C)[C@H](CN(C)C(=O)Cc2ccncc2)O3)cc1,BRD-K42465213,1.04365444,0.933953259,0.988803849
COc1cccc(C#Cc2ccc3c(c2)O[C@H](CN(C)C(C)=O)[C@H](C)CN([C@H](C)CO)S3(=O)=O)c1,BRD-K42494316,0.955454129,0.918816478,0.937135303
O=C(N[C@H]1CC[C@H](CCNS(=O)(=O)c2ccc(F)cc2)O[C@H]1CO)C1CC1,BRD-K42519199,0.952219901,0.920748878,0.93648439
CO[C@H](CN(C)S(=O)(=O)c1ccc(F)cc1)[C@@H](C)CN([C@@H](C)CO)S(=O)(=O)c1cccc(Cl)c1,BRD-K42553302,0.620582389,0.727718126,0.674150257
COc1ccc(S(=O)(=O)N(C)C[C@@H]2Oc3ncc(Br)cc3C(=O)N([C@H](C)CO)C[C@@H]2C)cc1,BRD-K42618152,1.200971679,1.025014121,1.1129929
CCOC(=O)Cn1c(=O)c(C(N)=S)cn(C(C)C)c1=O,BRD-K42700016,0.886003474,0.987446595,0.936725035
CC(C)NC(=O)N(C)C[C@@H]1Oc2cc(C#Cc3ccc(F)cc3)ccc2S(=O)(=O)N([C@H](C)CO)C[C@H]1C,BRD-K42710939,0.796994776,0.93751884,0.867256808
C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#CC3(O)CCCC3)cc2O[C@@H]1CN(C)C(=O)Cc1cccnc1,BRD-K42711109,0.9754846,0.995103294,0.985293947
COCCOC(=O)N1C(=O)[C@@]2(c3ccccc31)[C@H](C(=O)N1CCc3cc(OC)c(OC)cc3C1)[C@H]1C(=O)O[C@H](c3ccccc3)[C@H](c3ccccc3)N1[C@@H]2c1ccc(O)cc1,BRD-K42739684,0.923216731,1.144925768,1.034071249
CC(=O)N[C@@H]1CC[C@@H](CCNC(=O)C2CC2)O[C@@H]1CO,BRD-K42785890,0.928044819,0.991051202,0.95954801
C[C@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(C#CC3CC3)cc2O[C@@H]1CN(C)C(=O)Cc1ccncc1,BRD-K42802192,0.899911571,0.851186842,0.875549207
CN(C)c1nc2cc(Cl)ccc2o1,BRD-K42808435,0.823788256,1.050947886,0.937368071
O=C1O[C@H](c2ccccc2)[C@H](c2ccccc2)N2[C@H]1[C@@H](C(=O)N1CCCCCCC1)[C@]1(C(=O)Nc3ccc(C#CC4=CCCCC4)cc31)[C@H]2c1ccc(O)cc1,BRD-K42861802,1.069471527,0.963368643,1.016420085
CN1CCN(C(=O)C[C@@H]2CC[C@H]3[C@@H](COC[C@@H](O)CN3S(=O)(=O)c3cccc(F)c3)O2)CC1,BRD-K42891822,1.074957578,1.08534512,1.080151349
O=C(N/N=C/[C@H](O)[C@H](O)[C@@H](O)[C@@H](O)CO)c1ccccn1,BRD-K42904606,1.138363579,0.930089644,1.034226612
CC(=O)c1ccc2ccccc2c1O,BRD-K42915975,0.967828779,0.986515103,0.977171941
O=C(CCCCCNC(=O)OC[C@]12N=C3SCc4ccccc4CN3[C@H](c3ccccc3O1)[C@H]2COC(=O)c1ccccc1)NO,BRD-K42933504,1.044499623,0.798349713,0.921424668
Nc1ccccc1OCc1ccccc1,BRD-K42957176,0.790742615,0.96384108,0.877291848
O=C(C[C@@H]1CC[C@@H]2[C@H](COC[C@@H](O)CN2C(=O)Nc2ccc(Cl)c(Cl)c2)O1)NCc1ccncc1,BRD-K42985874,1.042902638,0.797961437,0.920432038
O=C1O[C@@H](c2ccccc2)[C@@H](c2ccccc2)N2[C@@H](c3ccccc3OCCO)[C@]3(C(=O)Nc4ccc(C#CC5=CCCCC5)cc43)[C@@H](C(=O)N3CCCCCCC3)[C@H]12,BRD-K42986054,0.964669955,1.013720215,0.989195085
O=C(O)C[C@@H]1CC[C@@H]2[C@H](COC[C@H](O)CN2S(=O)(=O)c2ccc(F)cc2)O1,BRD-K43006003,1.047631715,1.045930847,1.046781281
COc1ccc(S(=O)(=O)N2C[C@@H](O)COC[C@@H]3O[C@H](CC(=O)NCCCN(C)C)CC[C@H]32)cc1,BRD-K43017882,1.129145101,1.090791334,1.109968217
O=C(C[C@H]1CC[C@@H]2[C@H](COC[C@H](O)CN2S(=O)(=O)c2ccc(Cl)cc2)O1)NCCN1CCCC1,BRD-K43021300,0.735666627,1.007464716,0.871565671
CC(=O)Nn1cc(C(=O)O)c2ccccc2c1=O,BRD-K43037484,0.97118085,0.830255286,0.900718068
CCOc1ccc(S(N)(=O)=O)cc1,BRD-K43077812,0.931608622,1.073003473,1.002306047
CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC,BRD-K43106192,1.070702496,0.855428596,0.963065546
O=C(N[C@H]1CC[C@H](CC(=O)N2CCOCC2)O[C@H]1CO)c1ccc2c(c1)OCO2,BRD-K43108535,0.92641749,0.951325013,0.938871251
C[C@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#CC(C)(C)O)cc2O[C@@H]1CN(C)Cc1ccccc1,BRD-K43122520,0.631379213,0.725088202,0.678233708
COc1ccccc1S(=O)(=O)N[C@@H]1C=C[C@@H](CC(=O)N2CCN(C)CC2)O[C@@H]1CO,BRD-K43138909,1.026580301,0.997787189,1.012183745
COc1ccc(S(=O)(=O)N[C@@H]2CC[C@H](CC(=O)N3CCC(Cc4ccccc4)CC3)O[C@H]2CO)cc1,BRD-K43151809,0.889485887,0.925091188,0.907288537
O=C(C[C@@H]1CC[C@H](NC(=O)C2CC2)[C@@H](CO)O1)NCCCN1CCOCC1,BRD-K43159427,0.948235813,1.009826968,0.97903139
NC(=O)c1ccc[n+](CC(=O)N2CCCCC2)c1,BRD-K43177081,0.88916361,1.118205375,1.003684493
COc1nc(C#N)nc(N2CCCCC2)n1,BRD-K43177620,0.90466408,0.985482878,0.945073479
CO[C@@H]1CN(C)C(=O)c2cc(NS(C)(=O)=O)ccc2OC[C@@H](C)N(C(=O)CN(C)C)C[C@@H]1C,BRD-K43203897,1.133798539,1.093079967,1.113439253
O=C(CN1CCOCC1)N[C@H]1CC[C@@H](CCNC(=O)C2CCCCC2)O[C@@H]1CO,BRD-K43248014,0.958859204,0.933362295,0.94611075
COc1ccc(S(=O)(=O)N[C@@H]2CC[C@@H](CC(=O)N3CCN(c4ccccc4)CC3)O[C@H]2CO)cc1,BRD-K43257353,1.106032623,1.027294827,1.066663725
CC(C)NC(=O)N(C)C[C@H]1Oc2cc(C#Cc3ccccn3)ccc2S(=O)(=O)N([C@H](C)CO)C[C@@H]1C,BRD-K43335278,1.070413719,0.942718175,1.006565947
Cn1c(=O)c2c(nc(N3CCOCC3)n2CCN)n(C)c1=O,BRD-K43338873,1.085676879,1.114974414,1.100325646
C=C1C(c2ccc(C)cc2)=CCc2cc(C)cc(C)c21,BRD-K43368858,0.869980024,0.937208758,0.903594391
NCCc1cccc2ccccc12,BRD-K43376939,0.923959709,1.052568772,0.98826424
C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#Cc3ccccn3)cc2O[C@@H]1CN(C)Cc1ccccc1,BRD-K43391255,1.092187999,0.811971647,0.952079823
CCn1c2ccc(Cl)cc2c2cc(Cl)ccc21,BRD-K43409706,1.077476585,1.025875322,1.051675953
c1ccc(Oc2nnc(-c3ccccc3)c3ccccc23)cc1,BRD-K43411167,0.964249728,1.028872717,0.996561223
C=C1O[C@@](CO)(n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,BRD-K43425562,0.28730517,0.287759175,0.287532172
Cc1cccc(NC(=O)CN2C(=O)CNC2=O)c1,BRD-K43455084,0.931731015,0.953040689,0.942385852
COc1cccc(S(=O)(=O)Nc2ccc3c(c2)[C@@H]2C[C@@H](CC(=O)NCCc4ccccc4)O[C@@H](CO)[C@@H]2O3)c1,BRD-K43499440,0.78842895,0.77919623,0.78381259
CC(=O)N(C)C[C@H]1Oc2cc(C#CCN(C)C)ccc2S(=O)(=O)N([C@H](C)CO)C[C@@H]1C,BRD-K43512998,1.13792689,0.836810335,0.987368612
C=CCOC(=O)[C@H]1[C@@H]2C(=O)O[C@@H](c3ccccc3)[C@@H](c3ccccc3)N2[C@@H](c2ccc(OCCOC(=O)[C@H]3C[C@H]4C(=O)N[C@@H](CCCCNC(C)=O)C(=O)N4[C@H]3c3ccc(O)cc3)cc2)[C@]12C(=O)Nc1ccc(I)cc12,BRD-K43557765,1.452301324,1.990364688,1.721333006
CCCN1C[C@H](C)[C@H](OC)CN(C)C(=O)c2cc(NS(=O)(=O)c3cn(C)cn3)ccc2OC[C@H]1C,BRD-K43598155,1.04146403,1.004434397,1.022949213
CC(=O)N(C)C[C@@H]1Oc2cc(C#CCN(C)C)ccc2S(=O)(=O)N([C@H](C)CO)C[C@@H]1C,BRD-K43603250,1.041789372,0.890866912,0.966328142
Cc1cc(NC(=O)[C@@H]2CCCN2)no1,BRD-K43606010,1.031912661,0.954187826,0.993050244
Cc1cc(C)c(C)c(C(=O)O)c1C,BRD-K43606107,0.967827533,0.789310947,0.87856924
C[C@H](O)C#Cc1ccc2c(c1)O[C@@H](CN(C)C(=O)Cc1ccccn1)[C@H](C)CN([C@@H](C)CO)S2(=O)=O,BRD-K43627649,0.962486897,0.986131252,0.974309074
O=C(C[C@@H]1CC[C@H](NS(=O)(=O)c2ccc(F)cc2)[C@H](CO)O1)N1CCC(Cc2ccccc2)CC1,BRD-K43629413,0.949218327,1.121668346,1.035443337
CN1CCN(C(=O)C[C@@H]2C=C[C@@H](NC(=O)c3ccc4c(c3)OCO4)[C@H](CO)O2)CC1,BRD-K43630823,1.159460734,0.886722084,1.023091409
COCCOC(=O)N1C(=O)[C@@]2(c3cc(C#CC4=CCCCC4)ccc31)[C@H](c1ccccc1OCCO)N1[C@H](c3ccccc3)[C@H](c3ccccc3)OC(=O)[C@H]1[C@@H]2C(=O)N1CCCCCCC1,BRD-K43638173,1.2632734,1.103357627,1.183315513
CC(=O)O[C@@]1(C)C[C@@H](O)[C@@H]2C=CO[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H]21,BRD-K43644451,1.27184283,1.07402033,1.17293158
CCn1[nH]c(N)c2c(=O)[nH]c(=O)cc1-2,BRD-K43649602,0.894849898,0.882183324,0.888516611
CCNC(=O)C[C@@H]1C=C[C@@H](NC(=O)C2CC2)[C@@H](CO)O1,BRD-K43661632,1.217684073,1.291057461,1.254370767
COC(=O)Cc1cc(=O)n(-c2ccccc2)[nH]1,BRD-K43671236,0.959284493,0.966696391,0.962990442
C=CCC[C@@H](Cc1ccc(F)cc1)C(=O)OC[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CC=C)CC(=O)N(CCO)Cc1ccccc1,BRD-K43679770,1.541881663,1.704765599,1.623323631
Cc1noc(C)c1NC(=O)N(C)C[C@H]1Oc2cc(C#CCN(C)C)ccc2S(=O)(=O)N([C@@H](C)CO)C[C@H]1C,BRD-K43682694,1.293292217,0.932054994,1.112673605
CN(C)C(=O)C[C@@H]1CC[C@H](NC(=O)C2CCOCC2)[C@@H](CO)O1,BRD-K43714262,1.083773882,0.893373481,0.988573681
CC(C)C[C@@H]1NC[C@@H]2CCCN2C1=O,BRD-K43757373,0.976931213,0.884125759,0.930528486
O=C(O)c1n[nH]c2c1CCCC2,BRD-K43765953,0.841394496,1.032033075,0.936713786
C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(-c3cncnc3)cc2O[C@H]1CN(C)C(=O)NC1CCCC1,BRD-K43775724,1.030751451,1.182143492,1.106447471
C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)c2ccc3c(c2)OCO3)Oc2cc(-c3cncnc3)ccc2S1(=O)=O,BRD-K43863642,0.990243402,1.012871503,1.001557453
Cc1ccc(S(=O)(=O)N2C[C@@H](O)COC[C@@H]3O[C@H](CC(=O)NCc4ccc(Cl)c(Cl)c4)CC[C@H]32)cc1,BRD-K43873714,0.885367863,0.868937826,0.877152845
CC1=NCCN=C(C)C1N1CCOCC1,BRD-K43873782,1.04673726,1.133995734,1.090366497
O=C(O)CCc1n[nH]c(=S)[nH]c1=O,BRD-K43880499,1.062615852,0.92568664,0.994151246
O=C(C[C@H]1C=C[C@H](NC(=O)Cc2ccccn2)[C@@H](CO)O1)NCCCN1CCOCC1,BRD-K43889095,1.05489313,1.068093992,1.061493561
COc1cccc(NC(=O)N2C[C@H](O)COC[C@@H]3O[C@H](CC(=O)NCCCN4CCOCC4)CC[C@H]32)c1,BRD-K43891199,1.117287104,1.184570096,1.1509286
COc1cc(CO)c(CC(=O)NN)cc1OC,BRD-K43931919,0.895515401,0.948384212,0.921949806
O=C1N[C@H](Cc2c[nH]c3ccccc23)COC(=O)[C@@H](Cc2ccc(F)cc2)CCC=CC[C@@H]1CC(=O)N(CCO)Cc1ccccc1,BRD-K43944659,0.869074009,1.189364461,1.029219235
Clc1ccc(/C=C/c2nc3cccc4cccc([nH]2)c43)cc1,BRD-K43952157,1.203608796,0.994570336,1.099089566
COCC(=O)Nc1ccc2c(c1)OC[C@H](C)N(Cc1ccccc1F)C[C@H](C)[C@@H](OC)CN(C)C2=O,BRD-K44004565,0.883280895,1.201423697,1.042352296
C=c1ccccc1=C1NN=C(CN2CCCC2)O1,BRD-K44004712,1.119239626,1.065347175,1.092293401
Cc1ccc(S(=O)(=O)N2C[C@@H](O)COC[C@H]3O[C@@H](CC(=O)NCc4ccc5c(c4)OCO5)CC[C@@H]32)cc1,BRD-K44029733,1.0690917,0.853189396,0.961140548
COCC(=O)N[C@H]1C=C[C@@H](CC(=O)N2CCCCC2)O[C@H]1CO,BRD-K44029853,1.176315282,0.948500128,1.062407705
COc1cccc(-n2cc(C(=O)NO)nn2)c1,BRD-K44066490,0.957232153,1.162062445,1.059647299
Nn1c(CO)nc2ccccc21,BRD-K44104882,0.993236083,0.785290524,0.889263304
CCCNC(=O)[C@@]1(Sc2ccc(C)cc2)CC(=O)N(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@@H]1c1ccc(CO)cc1I,BRD-K44143521,1.397173837,0.810146149,1.103659993
COc1ccc(-c2ccc3c(c2)O[C@@H](CN(C)CC2CCOCC2)[C@H](C)CN([C@@H](C)CO)S3(=O)=O)cc1,BRD-K44145613,0.749487277,0.947066658,0.848276967
C[C@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(C#Cc3ccccn3)cc2O[C@@H]1CN(C)Cc1ccccc1,BRD-K44147152,1.003980909,1.021837603,1.012909256
C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)c2cnccn2)Oc2cc(C3=CCCC3)ccc2S1(=O)=O,BRD-K44152881,0.947207655,1.316428949,1.131818302
C/C=C/c1ccc2c(c1)O[C@@H](CN(C)S(=O)(=O)c1ccccc1)[C@@H](C)CN([C@@H](C)CO)S2(=O)=O,BRD-K44161636,0.805830859,0.887758722,0.846794791
CC(C)CC#Cc1ccc2c(c1)O[C@@H](CN(C)S(=O)(=O)c1cccc(F)c1)[C@@H](C)CN([C@H](C)CO)S2(=O)=O,BRD-K44175168,1.260302802,1.039793918,1.15004836
O=C(C[C@H]1CC[C@H](NS(=O)(=O)c2ccccc2)[C@@H](CO)O1)NCc1ccncn1,BRD-K44177770,1.032868341,1.103724193,1.068296267
COCC(=O)N1C[C@H](C)[C@H](OC)CN(C)C(=O)c2ccc(NC(=O)Nc3cccc(F)c3)cc2OC[C@H]1C,BRD-K44194715,0.874308238,0.829594289,0.851951264
COc1ccc(NC(=O)N2C[C@@H](O)COC[C@@H]3O[C@@H](CC(=O)NC4Cc5ccccc5C4)CC[C@H]32)cc1,BRD-K44198033,1.155893083,1.085155654,1.120524368
CO[C@@H]1CN(C)C(=O)c2cc(NC(=O)Nc3ccccc3F)ccc2OC[C@H](C)N(Cc2ccccc2C(=O)O)C[C@@H]1C,BRD-K44207621,1.112948242,0.88671428,0.999831261
O=C(C[C@@H]1CC[C@H](NS(=O)(=O)c2ccccc2)[C@@H](CO)O1)NCc1ccncn1,BRD-K44219644,0.918371001,1.143324158,1.030847579
N#Cc1cccnc1Oc1ccccc1,BRD-K44238361,1.028407995,0.988465347,1.008436671
O=C(O)c1cn(-c2ccccc2)nn1,BRD-K44288626,1.024134902,1.001177476,1.012656189
O=C1O[C@H](c2ccccc2)[C@H](c2ccccc2)N2[C@H]1[C@@H](C(=O)O)[C@]1(C(=O)Nc3ccc(C#CC4=CCCCC4)cc31)[C@H]2c1ccc(O)cc1,BRD-K44290304,1.187101582,1.291558846,1.239330214
C[C@@H]1CN([C@H](C)CO)C(=O)c2cc(C#CCc3ccccc3)cnc2O[C@H]1CN(C)C(=O)Cc1cccnc1,BRD-K44303026,0.805071593,1.256891466,1.030981529
O=C(CN1CCOCC1)N[C@H]1CC[C@@H](CCn2cc(C3CCCC3)nn2)O[C@@H]1CO,BRD-K44354759,0.93647585,0.977743843,0.957109847
CCOC(=O)c1nonc1N,BRD-K44468966,0.824575909,1.13156575,0.978070829
